,mod5_b,height,wind,diff_h
3901,1,6086,3901,1.0
3902,2,6089,3902,3.0
3903,3,6091,3903,2.0
3904,4,6093,3904,2.0
3905,0,6093,3905,0.0
3906,1,6094,3906,1.0
3907,2,6097,3907,3.0
3908,3,6100,3908,3.0
3909,4,6102,3909,2.0
3910,0,6104,3910,2.0
3911,1,6105,3911,1.0
3912,2,6108,3912,3.0
3913,3,6110,3913,2.0
3914,4,6112,3914,2.0
3915,0,6112,3915,0.0
3916,1,6113,3916,1.0
3917,2,6115,3917,2.0
3918,3,6116,3918,1.0
3919,4,6118,3919,2.0
3920,0,6118,3920,0.0
3921,1,6119,3921,1.0
3922,2,6122,3922,3.0
3923,3,6125,3923,3.0
3924,4,6127,3924,2.0
3925,0,6127,3925,0.0
3926,1,6128,3926,1.0
3927,2,6131,3927,3.0
3928,3,6134,3928,3.0
3929,4,6138,3929,4.0
3930,0,6138,3930,0.0
3931,1,6139,3931,1.0
3932,2,6142,3932,3.0
3933,3,6144,3933,2.0
3934,4,6144,3934,0.0
3935,0,6146,3935,2.0
3936,1,6147,3936,1.0
3937,2,6150,3937,3.0
3938,3,6152,3938,2.0
3939,4,6152,3939,0.0
3940,0,6154,3940,2.0
3941,1,6155,3941,1.0
3942,2,6158,3942,3.0
3943,3,6161,3943,3.0
3944,4,6161,3944,0.0
3945,0,6161,3945,0.0
3946,1,6161,3946,0.0
3947,2,6163,3947,2.0
3948,3,6166,3948,3.0
3949,4,6166,3949,0.0
3950,0,6166,3950,0.0
3951,1,6167,3951,1.0
3952,2,6170,3952,3.0
3953,3,6172,3953,2.0
3954,4,6174,3954,2.0
3955,0,6176,3955,2.0
3956,1,6177,3956,1.0
3957,2,6180,3957,3.0
3958,3,6183,3958,3.0
3959,4,6185,3959,2.0
3960,0,6185,3960,0.0
3961,1,6186,3961,1.0
3962,2,6189,3962,3.0
3963,3,6189,3963,0.0
3964,4,6192,3964,3.0
3965,0,6192,3965,0.0
3966,1,6192,3966,0.0
3967,2,6194,3967,2.0
3968,3,6197,3968,3.0
3969,4,6197,3969,0.0
3970,0,6197,3970,0.0
3971,1,6198,3971,1.0
3972,2,6201,3972,3.0
3973,3,6204,3973,3.0
3974,4,6206,3974,2.0
3975,0,6208,3975,2.0
3976,1,6209,3976,1.0
3977,2,6211,3977,2.0
3978,3,6212,3978,1.0
3979,4,6214,3979,2.0
3980,0,6216,3980,2.0
3981,1,6217,3981,1.0
3982,2,6217,3982,0.0
3983,3,6217,3983,0.0
3984,4,6219,3984,2.0
3985,0,6221,3985,2.0
3986,1,6222,3986,1.0
3987,2,6224,3987,2.0
3988,3,6227,3988,3.0
3989,4,6227,3989,0.0
3990,0,6227,3990,0.0
3991,1,6228,3991,1.0
3992,2,6230,3992,2.0
3993,3,6233,3993,3.0
3994,4,6235,3994,2.0
3995,0,6235,3995,0.0
3996,1,6236,3996,1.0
3997,2,6239,3997,3.0
3998,3,6242,3998,3.0
3999,4,6242,3999,0.0
4000,0,6242,4000,0.0
4001,1,6243,4001,1.0
4002,2,6246,4002,3.0
4003,3,6249,4003,3.0
4004,4,6249,4004,0.0
4005,0,6249,4005,0.0
4006,1,6250,4006,1.0
4007,2,6252,4007,2.0
4008,3,6255,4008,3.0
4009,4,6259,4009,4.0
4010,0,6259,4010,0.0
4011,1,6260,4011,1.0
4012,2,6263,4012,3.0
4013,3,6266,4013,3.0
4014,4,6268,4014,2.0
4015,0,6268,4015,0.0
4016,1,6269,4016,1.0
4017,2,6272,4017,3.0
4018,3,6274,4018,2.0
4019,4,6276,4019,2.0
4020,0,6278,4020,2.0
4021,1,6279,4021,1.0
4022,2,6282,4022,3.0
4023,3,6284,4023,2.0
4024,4,6284,4024,0.0
4025,0,6284,4025,0.0
4026,1,6285,4026,1.0
4027,2,6288,4027,3.0
4028,3,6291,4028,3.0
4029,4,6295,4029,4.0
4030,0,6297,4030,2.0
4031,1,6298,4031,1.0
4032,2,6300,4032,2.0
4033,3,6301,4033,1.0
4034,4,6303,4034,2.0
4035,0,6303,4035,0.0
4036,1,6304,4036,1.0
4037,2,6306,4037,2.0
4038,3,6308,4038,2.0
4039,4,6310,4039,2.0
4040,0,6312,4040,2.0
4041,1,6313,4041,1.0
4042,2,6316,4042,3.0
4043,3,6318,4043,2.0
4044,4,6318,4044,0.0
4045,0,6318,4045,0.0
4046,1,6318,4046,0.0
4047,2,6320,4047,2.0
4048,3,6322,4048,2.0
4049,4,6326,4049,4.0
4050,0,6326,4050,0.0
4051,1,6327,4051,1.0
4052,2,6329,4052,2.0
4053,3,6332,4053,3.0
4054,4,6334,4054,2.0
4055,0,6334,4055,0.0
4056,1,6335,4056,1.0
4057,2,6338,4057,3.0
4058,3,6341,4058,3.0
4059,4,6341,4059,0.0
4060,0,6341,4060,0.0
4061,1,6342,4061,1.0
4062,2,6345,4062,3.0
4063,3,6348,4063,3.0
4064,4,6350,4064,2.0
4065,0,6350,4065,0.0
4066,1,6351,4066,1.0
4067,2,6354,4067,3.0
4068,3,6357,4068,3.0
4069,4,6359,4069,2.0
4070,0,6361,4070,2.0
4071,1,6362,4071,1.0
4072,2,6365,4072,3.0
4073,3,6368,4073,3.0
4074,4,6370,4074,2.0
4075,0,6372,4075,2.0
4076,1,6373,4076,1.0
4077,2,6376,4077,3.0
4078,3,6378,4078,2.0
4079,4,6378,4079,0.0
4080,0,6378,4080,0.0
4081,1,6378,4081,0.0
4082,2,6381,4082,3.0
4083,3,6384,4083,3.0
4084,4,6384,4084,0.0
4085,0,6386,4085,2.0
4086,1,6386,4086,0.0
4087,2,6389,4087,3.0
4088,3,6389,4088,0.0
4089,4,6389,4089,0.0
4090,0,6391,4090,2.0
4091,1,6392,4091,1.0
4092,2,6395,4092,3.0
4093,3,6397,4093,2.0
4094,4,6397,4094,0.0
4095,0,6398,4095,1.0
4096,1,6399,4096,1.0
4097,2,6402,4097,3.0
4098,3,6405,4098,3.0
4099,4,6405,4099,0.0
4100,0,6405,4100,0.0
4101,1,6406,4101,1.0
4102,2,6408,4102,2.0
4103,3,6411,4103,3.0
4104,4,6413,4104,2.0
4105,0,6415,4105,2.0
4106,1,6416,4106,1.0
4107,2,6418,4107,2.0
4108,3,6421,4108,3.0
4109,4,6425,4109,4.0
4110,0,6427,4110,2.0
4111,1,6428,4111,1.0
4112,2,6431,4112,3.0
4113,3,6433,4113,2.0
4114,4,6435,4114,2.0
4115,0,6437,4115,2.0
4116,1,6438,4116,1.0
4117,2,6441,4117,3.0
4118,3,6443,4118,2.0
4119,4,6445,4119,2.0
4120,0,6445,4120,0.0
4121,1,6446,4121,1.0
4122,2,6449,4122,3.0
4123,3,6451,4123,2.0
4124,4,6455,4124,4.0
4125,0,6455,4125,0.0
4126,1,6456,4126,1.0
4127,2,6459,4127,3.0
4128,3,6462,4128,3.0
4129,4,6466,4129,4.0
4130,0,6466,4130,0.0
4131,1,6467,4131,1.0
4132,2,6469,4132,2.0
4133,3,6472,4133,3.0
4134,4,6474,4134,2.0
4135,0,6474,4135,0.0
4136,1,6475,4136,1.0
4137,2,6478,4137,3.0
4138,3,6481,4138,3.0
4139,4,6485,4139,4.0
4140,0,6485,4140,0.0
4141,1,6486,4141,1.0
4142,2,6488,4142,2.0
4143,3,6490,4143,2.0
4144,4,6490,4144,0.0
4145,0,6490,4145,0.0
4146,1,6491,4146,1.0
4147,2,6494,4147,3.0
4148,3,6496,4148,2.0
4149,4,6500,4149,4.0
4150,0,6502,4150,2.0
4151,1,6503,4151,1.0
4152,2,6504,4152,1.0
4153,3,6506,4153,2.0
4154,4,6507,4154,1.0
4155,0,6507,4155,0.0
4156,1,6508,4156,1.0
4157,2,6511,4157,3.0
4158,3,6513,4158,2.0
4159,4,6513,4159,0.0
4160,0,6513,4160,0.0
4161,1,6514,4161,1.0
4162,2,6517,4162,3.0
4163,3,6519,4163,2.0
4164,4,6519,4164,0.0
4165,0,6519,4165,0.0
4166,1,6519,4166,0.0
4167,2,6521,4167,2.0
4168,3,6524,4168,3.0
4169,4,6524,4169,0.0
4170,0,6524,4170,0.0
4171,1,6525,4171,1.0
4172,2,6528,4172,3.0
4173,3,6528,4173,0.0
4174,4,6530,4174,2.0
4175,0,6530,4175,0.0
4176,1,6531,4176,1.0
4177,2,6533,4177,2.0
4178,3,6535,4178,2.0
4179,4,6535,4179,0.0
4180,0,6537,4180,2.0
4181,1,6537,4181,0.0
4182,2,6539,4182,2.0
4183,3,6539,4183,0.0
4184,4,6541,4184,2.0
4185,0,6541,4185,0.0
4186,1,6542,4186,1.0
4187,2,6544,4187,2.0
4188,3,6546,4188,2.0
4189,4,6548,4189,2.0
4190,0,6548,4190,0.0
4191,1,6549,4191,1.0
4192,2,6552,4192,3.0
4193,3,6555,4193,3.0
4194,4,6559,4194,4.0
4195,0,6561,4195,2.0
4196,1,6561,4196,0.0
4197,2,6561,4197,0.0
4198,3,6564,4198,3.0
4199,4,6566,4199,2.0
4200,0,6568,4200,2.0
4201,1,6569,4201,1.0
4202,2,6572,4202,3.0
4203,3,6574,4203,2.0
4204,4,6574,4204,0.0
4205,0,6574,4205,0.0
4206,1,6574,4206,0.0
4207,2,6577,4207,3.0
4208,3,6579,4208,2.0
4209,4,6581,4209,2.0
4210,0,6583,4210,2.0
4211,1,6584,4211,1.0
4212,2,6587,4212,3.0
4213,3,6587,4213,0.0
4214,4,6590,4214,3.0
4215,0,6590,4215,0.0
4216,1,6591,4216,1.0
4217,2,6593,4217,2.0
4218,3,6596,4218,3.0
4219,4,6596,4219,0.0
4220,0,6598,4220,2.0
4221,1,6599,4221,1.0
4222,2,6601,4222,2.0
4223,3,6603,4223,2.0
4224,4,6604,4224,1.0
4225,0,6605,4225,1.0
4226,1,6606,4226,1.0
4227,2,6609,4227,3.0
4228,3,6611,4228,2.0
4229,4,6612,4229,1.0
4230,0,6614,4230,2.0
4231,1,6615,4231,1.0
4232,2,6616,4232,1.0
4233,3,6618,4233,2.0
4234,4,6619,4234,1.0
4235,0,6621,4235,2.0
4236,1,6622,4236,1.0
4237,2,6625,4237,3.0
4238,3,6627,4238,2.0
4239,4,6629,4239,2.0
4240,0,6629,4240,0.0
4241,1,6630,4241,1.0
4242,2,6632,4242,2.0
4243,3,6635,4243,3.0
4244,4,6635,4244,0.0
4245,0,6635,4245,0.0
4246,1,6636,4246,1.0
4247,2,6638,4247,2.0
4248,3,6640,4248,2.0
4249,4,6644,4249,4.0
4250,0,6644,4250,0.0
4251,1,6644,4251,0.0
4252,2,6644,4252,0.0
4253,3,6647,4253,3.0
4254,4,6651,4254,4.0
4255,0,6653,4255,2.0
4256,1,6654,4256,1.0
4257,2,6657,4257,3.0
4258,3,6660,4258,3.0
4259,4,6662,4259,2.0
4260,0,6664,4260,2.0
4261,1,6665,4261,1.0
4262,2,6668,4262,3.0
4263,3,6671,4263,3.0
4264,4,6673,4264,2.0
4265,0,6673,4265,0.0
4266,1,6673,4266,0.0
4267,2,6675,4267,2.0
4268,3,6678,4268,3.0
4269,4,6678,4269,0.0
4270,0,6678,4270,0.0
4271,1,6679,4271,1.0
4272,2,6681,4272,2.0
4273,3,6682,4273,1.0
4274,4,6684,4274,2.0
4275,0,6684,4275,0.0
4276,1,6685,4276,1.0
4277,2,6687,4277,2.0
4278,3,6690,4278,3.0
4279,4,6692,4279,2.0
4280,0,6692,4280,0.0
4281,1,6693,4281,1.0
4282,2,6696,4282,3.0
4283,3,6698,4283,2.0
4284,4,6699,4284,1.0
4285,0,6699,4285,0.0
4286,1,6700,4286,1.0
4287,2,6703,4287,3.0
4288,3,6706,4288,3.0
4289,4,6708,4289,2.0
4290,0,6710,4290,2.0
4291,1,6711,4291,1.0
4292,2,6714,4292,3.0
4293,3,6717,4293,3.0
4294,4,6719,4294,2.0
4295,0,6721,4295,2.0
4296,1,6722,4296,1.0
4297,2,6725,4297,3.0
4298,3,6728,4298,3.0
4299,4,6728,4299,0.0
4300,0,6728,4300,0.0
4301,1,6728,4301,0.0
4302,2,6730,4302,2.0
4303,3,6733,4303,3.0
4304,4,6735,4304,2.0
4305,0,6735,4305,0.0
4306,1,6735,4306,0.0
4307,2,6737,4307,2.0
4308,3,6740,4308,3.0
4309,4,6742,4309,2.0
4310,0,6742,4310,0.0
4311,1,6742,4311,0.0
4312,2,6744,4312,2.0
4313,3,6747,4313,3.0
4314,4,6747,4314,0.0
4315,0,6747,4315,0.0
4316,1,6747,4316,0.0
4317,2,6750,4317,3.0
4318,3,6752,4318,2.0
4319,4,6756,4319,4.0
4320,0,6758,4320,2.0
4321,1,6759,4321,1.0
4322,2,6759,4322,0.0
4323,3,6762,4323,3.0
4324,4,6764,4324,2.0
4325,0,6764,4325,0.0
4326,1,6765,4326,1.0
4327,2,6768,4327,3.0
4328,3,6771,4328,3.0
4329,4,6771,4329,0.0
4330,0,6771,4330,0.0
4331,1,6771,4331,0.0
4332,2,6773,4332,2.0
4333,3,6775,4333,2.0
4334,4,6777,4334,2.0
4335,0,6777,4335,0.0
4336,1,6777,4336,0.0
4337,2,6779,4337,2.0
4338,3,6781,4338,2.0
4339,4,6782,4339,1.0
4340,0,6782,4340,0.0
4341,1,6782,4341,0.0
4342,2,6784,4342,2.0
4343,3,6787,4343,3.0
4344,4,6787,4344,0.0
4345,0,6789,4345,2.0
4346,1,6790,4346,1.0
4347,2,6791,4347,1.0
4348,3,6793,4348,2.0
4349,4,6795,4349,2.0
4350,0,6795,4350,0.0
4351,1,6796,4351,1.0
4352,2,6799,4352,3.0
4353,3,6801,4353,2.0
4354,4,6805,4354,4.0
4355,0,6805,4355,0.0
4356,1,6806,4356,1.0
4357,2,6809,4357,3.0
4358,3,6812,4358,3.0
4359,4,6816,4359,4.0
4360,0,6818,4360,2.0
4361,1,6819,4361,1.0
4362,2,6819,4362,0.0
4363,3,6822,4363,3.0
4364,4,6822,4364,0.0
4365,0,6822,4365,0.0
4366,1,6823,4366,1.0
4367,2,6826,4367,3.0
4368,3,6828,4368,2.0
4369,4,6829,4369,1.0
4370,0,6830,4370,1.0
4371,1,6831,4371,1.0
4372,2,6834,4372,3.0
4373,3,6837,4373,3.0
4374,4,6839,4374,2.0
4375,0,6839,4375,0.0
4376,1,6839,4376,0.0
4377,2,6841,4377,2.0
4378,3,6844,4378,3.0
4379,4,6844,4379,0.0
4380,0,6844,4380,0.0
4381,1,6845,4381,1.0
4382,2,6848,4382,3.0
4383,3,6848,4383,0.0
4384,4,6851,4384,3.0
4385,0,6851,4385,0.0
4386,1,6852,4386,1.0
4387,2,6854,4387,2.0
4388,3,6856,4388,2.0
4389,4,6858,4389,2.0
4390,0,6858,4390,0.0
4391,1,6859,4391,1.0
4392,2,6859,4392,0.0
4393,3,6861,4393,2.0
4394,4,6865,4394,4.0
4395,0,6865,4395,0.0
4396,1,6865,4396,0.0
4397,2,6865,4397,0.0
4398,3,6868,4398,3.0
4399,4,6868,4399,0.0
4400,0,6868,4400,0.0
4401,1,6869,4401,1.0
4402,2,6872,4402,3.0
4403,3,6872,4403,0.0
4404,4,6875,4404,3.0
4405,0,6877,4405,2.0
4406,1,6878,4406,1.0
4407,2,6880,4407,2.0
4408,3,6881,4408,1.0
4409,4,6884,4409,3.0
4410,0,6886,4410,2.0
4411,1,6886,4411,0.0
4412,2,6888,4412,2.0
4413,3,6891,4413,3.0
4414,4,6893,4414,2.0
4415,0,6895,4415,2.0
4416,1,6896,4416,1.0
4417,2,6899,4417,3.0
4418,3,6902,4418,3.0
4419,4,6904,4419,2.0
4420,0,6904,4420,0.0
4421,1,6905,4421,1.0
4422,2,6908,4422,3.0
4423,3,6911,4423,3.0
4424,4,6911,4424,0.0
4425,0,6913,4425,2.0
4426,1,6913,4426,0.0
4427,2,6916,4427,3.0
4428,3,6918,4428,2.0
4429,4,6920,4429,2.0
4430,0,6922,4430,2.0
4431,1,6923,4431,1.0
4432,2,6926,4432,3.0
4433,3,6929,4433,3.0
4434,4,6931,4434,2.0
4435,0,6933,4435,2.0
4436,1,6934,4436,1.0
4437,2,6936,4437,2.0
4438,3,6939,4438,3.0
4439,4,6941,4439,2.0
4440,0,6941,4440,0.0
4441,1,6941,4441,0.0
4442,2,6943,4442,2.0
4443,3,6945,4443,2.0
4444,4,6949,4444,4.0
4445,0,6949,4445,0.0
4446,1,6950,4446,1.0
4447,2,6953,4447,3.0
4448,3,6956,4448,3.0
4449,4,6956,4449,0.0
4450,0,6956,4450,0.0
4451,1,6957,4451,1.0
4452,2,6960,4452,3.0
4453,3,6960,4453,0.0
4454,4,6964,4454,4.0
4455,0,6964,4455,0.0
4456,1,6964,4456,0.0
4457,2,6966,4457,2.0
4458,3,6966,4458,0.0
4459,4,6966,4459,0.0
4460,0,6968,4460,2.0
4461,1,6968,4461,0.0
4462,2,6970,4462,2.0
4463,3,6972,4463,2.0
4464,4,6972,4464,0.0
4465,0,6974,4465,2.0
4466,1,6975,4466,1.0
4467,2,6978,4467,3.0
4468,3,6981,4468,3.0
4469,4,6981,4469,0.0
4470,0,6981,4470,0.0
4471,1,6982,4471,1.0
4472,2,6985,4472,3.0
4473,3,6987,4473,2.0
4474,4,6989,4474,2.0
4475,0,6991,4475,2.0
4476,1,6992,4476,1.0
4477,2,6995,4477,3.0
4478,3,6998,4478,3.0
4479,4,7000,4479,2.0
4480,0,7000,4480,0.0
4481,1,7001,4481,1.0
4482,2,7003,4482,2.0
4483,3,7006,4483,3.0
4484,4,7006,4484,0.0
4485,0,7006,4485,0.0
4486,1,7007,4486,1.0
4487,2,7010,4487,3.0
4488,3,7012,4488,2.0
4489,4,7014,4489,2.0
4490,0,7014,4490,0.0
4491,1,7014,4491,0.0
4492,2,7016,4492,2.0
4493,3,7018,4493,2.0
4494,4,7018,4494,0.0
4495,0,7020,4495,2.0
4496,1,7021,4496,1.0
4497,2,7023,4497,2.0
4498,3,7026,4498,3.0
4499,4,7028,4499,2.0
4500,0,7028,4500,0.0
4501,1,7029,4501,1.0
4502,2,7032,4502,3.0
4503,3,7035,4503,3.0
4504,4,7035,4504,0.0
4505,0,7035,4505,0.0
4506,1,7036,4506,1.0
4507,2,7039,4507,3.0
4508,3,7041,4508,2.0
4509,4,7043,4509,2.0
4510,0,7045,4510,2.0
4511,1,7046,4511,1.0
4512,2,7048,4512,2.0
4513,3,7050,4513,2.0
4514,4,7052,4514,2.0
4515,0,7052,4515,0.0
4516,1,7052,4516,0.0
4517,2,7054,4517,2.0
4518,3,7057,4518,3.0
4519,4,7061,4519,4.0
4520,0,7061,4520,0.0
4521,1,7061,4521,0.0
4522,2,7061,4522,0.0
4523,3,7064,4523,3.0
4524,4,7066,4524,2.0
4525,0,7066,4525,0.0
4526,1,7067,4526,1.0
4527,2,7067,4527,0.0
4528,3,7070,4528,3.0
4529,4,7072,4529,2.0
4530,0,7072,4530,0.0
4531,1,7073,4531,1.0
4532,2,7073,4532,0.0
4533,3,7075,4533,2.0
4534,4,7077,4534,2.0
4535,0,7077,4535,0.0
4536,1,7078,4536,1.0
4537,2,7080,4537,2.0
4538,3,7083,4538,3.0
4539,4,7087,4539,4.0
4540,0,7087,4540,0.0
4541,1,7087,4541,0.0
4542,2,7089,4542,2.0
4543,3,7089,4543,0.0
4544,4,7089,4544,0.0
4545,0,7089,4545,0.0
4546,1,7089,4546,0.0
4547,2,7092,4547,3.0
4548,3,7095,4548,3.0
4549,4,7097,4549,2.0
4550,0,7099,4550,2.0
4551,1,7099,4551,0.0
4552,2,7101,4552,2.0
4553,3,7104,4553,3.0
4554,4,7104,4554,0.0
4555,0,7104,4555,0.0
4556,1,7105,4556,1.0
4557,2,7108,4557,3.0
4558,3,7110,4558,2.0
4559,4,7114,4559,4.0
4560,0,7114,4560,0.0
4561,1,7115,4561,1.0
4562,2,7118,4562,3.0
4563,3,7120,4563,2.0
4564,4,7124,4564,4.0
4565,0,7124,4565,0.0
4566,1,7124,4566,0.0
4567,2,7126,4567,2.0
4568,3,7126,4568,0.0
4569,4,7126,4569,0.0
4570,0,7128,4570,2.0
4571,1,7129,4571,1.0
4572,2,7132,4572,3.0
4573,3,7135,4573,3.0
4574,4,7135,4574,0.0
4575,0,7137,4575,2.0
4576,1,7137,4576,0.0
4577,2,7139,4577,2.0
4578,3,7142,4578,3.0
4579,4,7146,4579,4.0
4580,0,7146,4580,0.0
4581,1,7146,4581,0.0
4582,2,7148,4582,2.0
4583,3,7150,4583,2.0
4584,4,7154,4584,4.0
4585,0,7156,4585,2.0
4586,1,7157,4586,1.0
4587,2,7160,4587,3.0
4588,3,7162,4588,2.0
4589,4,7164,4589,2.0
4590,0,7166,4590,2.0
4591,1,7167,4591,1.0
4592,2,7170,4592,3.0
4593,3,7172,4593,2.0
4594,4,7172,4594,0.0
4595,0,7172,4595,0.0
4596,1,7173,4596,1.0
4597,2,7176,4597,3.0
4598,3,7178,4598,2.0
4599,4,7180,4599,2.0
4600,0,7182,4600,2.0
4601,1,7183,4601,1.0
4602,2,7186,4602,3.0
4603,3,7188,4603,2.0
4604,4,7192,4604,4.0
4605,0,7192,4605,0.0
4606,1,7193,4606,1.0
4607,2,7196,4607,3.0
4608,3,7198,4608,2.0
4609,4,7198,4609,0.0
4610,0,7198,4610,0.0
4611,1,7199,4611,1.0
4612,2,7202,4612,3.0
4613,3,7204,4613,2.0
4614,4,7206,4614,2.0
4615,0,7206,4615,0.0
4616,1,7207,4616,1.0
4617,2,7210,4617,3.0
4618,3,7212,4618,2.0
4619,4,7213,4619,1.0
4620,0,7215,4620,2.0
4621,1,7216,4621,1.0
4622,2,7219,4622,3.0
4623,3,7221,4623,2.0
4624,4,7221,4624,0.0
4625,0,7221,4625,0.0
4626,1,7222,4626,1.0
4627,2,7225,4627,3.0
4628,3,7228,4628,3.0
4629,4,7228,4629,0.0
4630,0,7228,4630,0.0
4631,1,7229,4631,1.0
4632,2,7231,4632,2.0
4633,3,7232,4633,1.0
4634,4,7235,4634,3.0
4635,0,7235,4635,0.0
4636,1,7236,4636,1.0
4637,2,7238,4637,2.0
4638,3,7241,4638,3.0
4639,4,7245,4639,4.0
4640,0,7247,4640,2.0
4641,1,7248,4641,1.0
4642,2,7251,4642,3.0
4643,3,7253,4643,2.0
4644,4,7255,4644,2.0
4645,0,7255,4645,0.0
4646,1,7255,4646,0.0
4647,2,7257,4647,2.0
4648,3,7260,4648,3.0
4649,4,7260,4649,0.0
4650,0,7260,4650,0.0
4651,1,7261,4651,1.0
4652,2,7263,4652,2.0
4653,3,7266,4653,3.0
4654,4,7270,4654,4.0
4655,0,7270,4655,0.0
4656,1,7270,4656,0.0
4657,2,7270,4657,0.0
4658,3,7273,4658,3.0
4659,4,7275,4659,2.0
4660,0,7275,4660,0.0
4661,1,7276,4661,1.0
4662,2,7279,4662,3.0
4663,3,7282,4663,3.0
4664,4,7282,4664,0.0
4665,0,7282,4665,0.0
4666,1,7283,4666,1.0
4667,2,7286,4667,3.0
4668,3,7289,4668,3.0
4669,4,7293,4669,4.0
4670,0,7293,4670,0.0
4671,1,7293,4671,0.0
4672,2,7296,4672,3.0
4673,3,7299,4673,3.0
4674,4,7299,4674,0.0
4675,0,7301,4675,2.0
4676,1,7302,4676,1.0
4677,2,7305,4677,3.0
4678,3,7308,4678,3.0
4679,4,7310,4679,2.0
4680,0,7312,4680,2.0
4681,1,7313,4681,1.0
4682,2,7315,4682,2.0
4683,3,7317,4683,2.0
4684,4,7319,4684,2.0
4685,0,7321,4685,2.0
4686,1,7322,4686,1.0
4687,2,7323,4687,1.0
4688,3,7326,4688,3.0
4689,4,7326,4689,0.0
4690,0,7328,4690,2.0
4691,1,7329,4691,1.0
4692,2,7331,4692,2.0
4693,3,7332,4693,1.0
4694,4,7334,4694,2.0
4695,0,7336,4695,2.0
4696,1,7337,4696,1.0
4697,2,7339,4697,2.0
4698,3,7341,4698,2.0
4699,4,7342,4699,1.0
4700,0,7344,4700,2.0
4701,1,7344,4701,0.0
4702,2,7345,4702,1.0
4703,3,7347,4703,2.0
4704,4,7349,4704,2.0
4705,0,7349,4705,0.0
4706,1,7349,4706,0.0
4707,2,7351,4707,2.0
4708,3,7352,4708,1.0
4709,4,7355,4709,3.0
4710,0,7357,4710,2.0
4711,1,7357,4711,0.0
4712,2,7359,4712,2.0
4713,3,7362,4713,3.0
4714,4,7364,4714,2.0
4715,0,7364,4715,0.0
4716,1,7365,4716,1.0
4717,2,7368,4717,3.0
4718,3,7370,4718,2.0
4719,4,7372,4719,2.0
4720,0,7372,4720,0.0
4721,1,7373,4721,1.0
4722,2,7376,4722,3.0
4723,3,7378,4723,2.0
4724,4,7379,4724,1.0
4725,0,7379,4725,0.0
4726,1,7379,4726,0.0
4727,2,7382,4727,3.0
4728,3,7385,4728,3.0
4729,4,7387,4729,2.0
4730,0,7389,4730,2.0
4731,1,7390,4731,1.0
4732,2,7393,4732,3.0
4733,3,7393,4733,0.0
4734,4,7397,4734,4.0
4735,0,7397,4735,0.0
4736,1,7398,4736,1.0
4737,2,7401,4737,3.0
4738,3,7403,4738,2.0
4739,4,7407,4739,4.0
4740,0,7409,4740,2.0
4741,1,7410,4741,1.0
4742,2,7413,4742,3.0
4743,3,7416,4743,3.0
4744,4,7420,4744,4.0
4745,0,7420,4745,0.0
4746,1,7421,4746,1.0
4747,2,7423,4747,2.0
4748,3,7424,4748,1.0
4749,4,7426,4749,2.0
4750,0,7428,4750,2.0
4751,1,7428,4751,0.0
4752,2,7428,4752,0.0
4753,3,7431,4753,3.0
4754,4,7431,4754,0.0
4755,0,7431,4755,0.0
4756,1,7432,4756,1.0
4757,2,7435,4757,3.0
4758,3,7437,4758,2.0
4759,4,7441,4759,4.0
4760,0,7443,4760,2.0
4761,1,7444,4761,1.0
4762,2,7447,4762,3.0
4763,3,7449,4763,2.0
4764,4,7450,4764,1.0
4765,0,7450,4765,0.0
4766,1,7450,4766,0.0
4767,2,7452,4767,2.0
4768,3,7455,4768,3.0
4769,4,7457,4769,2.0
4770,0,7457,4770,0.0
4771,1,7458,4771,1.0
4772,2,7461,4772,3.0
4773,3,7464,4773,3.0
4774,4,7464,4774,0.0
4775,0,7464,4775,0.0
4776,1,7465,4776,1.0
4777,2,7468,4777,3.0
4778,3,7470,4778,2.0
4779,4,7471,4779,1.0
4780,0,7473,4780,2.0
4781,1,7474,4781,1.0
4782,2,7476,4782,2.0
4783,3,7477,4783,1.0
4784,4,7479,4784,2.0
4785,0,7479,4785,0.0
4786,1,7479,4786,0.0
4787,2,7482,4787,3.0
4788,3,7485,4788,3.0
4789,4,7485,4789,0.0
4790,0,7485,4790,0.0
4791,1,7485,4791,0.0
4792,2,7486,4792,1.0
4793,3,7488,4793,2.0
4794,4,7489,4794,1.0
4795,0,7491,4795,2.0
4796,1,7492,4796,1.0
4797,2,7495,4797,3.0
4798,3,7497,4798,2.0
4799,4,7501,4799,4.0
4800,0,7503,4800,2.0
4801,1,7504,4801,1.0
4802,2,7507,4802,3.0
4803,3,7509,4803,2.0
4804,4,7511,4804,2.0
4805,0,7511,4805,0.0
4806,1,7511,4806,0.0
4807,2,7512,4807,1.0
4808,3,7514,4808,2.0
4809,4,7516,4809,2.0
4810,0,7516,4810,0.0
4811,1,7517,4811,1.0
4812,2,7520,4812,3.0
4813,3,7523,4813,3.0
4814,4,7525,4814,2.0
4815,0,7525,4815,0.0
4816,1,7526,4816,1.0
4817,2,7528,4817,2.0
4818,3,7531,4818,3.0
4819,4,7535,4819,4.0
4820,0,7537,4820,2.0
4821,1,7538,4821,1.0
4822,2,7541,4822,3.0
4823,3,7543,4823,2.0
4824,4,7545,4824,2.0
4825,0,7545,4825,0.0
4826,1,7546,4826,1.0
4827,2,7549,4827,3.0
4828,3,7552,4828,3.0
4829,4,7552,4829,0.0
4830,0,7554,4830,2.0
4831,1,7555,4831,1.0
4832,2,7558,4832,3.0
